time_s,npv,P0,V0
13425,1.64,1995.59,230.48
13440,1.65,1977.87,230.57
13455,1.82,3893.81,230.69
13470,1.82,3889.1,230.65
13485,1.81,3884.28,230.6
13500,1.82,3722.85,230.63
13515,1.83,3854.06,230.61
13530,1.81,3859.26,230.63
13545,1.81,3879.88,230.73
13560,1.82,3880.13,230.68
13575,1.83,3877.06,230.62
13590,1.55,3872.46,230.74
13605,1.64,1976.28,230.49
13620,1.66,1977.33,230.61
13635,1.87,5385.91,230.42
13650,1.87,5576.53,230.48
13665,1.87,5303.12,230.47
13680,1.86,5280.16,230.48
13695,1.87,5310.62,230.48
13710,1.87,5528.87,230.47
13725,1.87,5286.5,230.51
13740,1.86,5291.38,230.45
13755,1.88,5333.26,230.53
13770,1.87,5548.03,230.46
13785,1.87,5294.46,230.47
13800,1.86,5293.87,230.54
13815,1.87,5327.79,230.44
13830,1.87,5529.01,230.46
13845,1.86,5293.88,230.53
13860,1.87,5296.34,230.45
13875,1.87,5340.03,230.54
13890,1.87,5535.9,230.43
13905,1.87,5288.43,230.55
13920,1.87,5292.89,230.44
13935,1.87,5339.12,230.55
13950,1.87,5532.44,230.43
13965,1.86,5297.88,230.5
13980,1.86,5306.22,230.48
13995,1.5,7240.61,230.48
14010,1.52,7368.38,230.4
14025,1.6,7179.04,230.39
14040,1.6,7179.58,230.41
14055,1.52,7056.58,230.38
14070,1.52,7182.77,230.44
14085,1.61,7012.77,230.47
14100,1.61,7020.75,230.47
14115,1.52,7063.88,230.43
14130,1.52,7181.19,230.45
14145,1.61,7015.6,230.46
14160,1.61,7011.43,230.45
14175,1.52,7058.78,230.39
14190,1.52,7184.24,230.38
14205,1.61,7012.14,230.46
14220,1.61,7011.7,230.43
14235,1.53,7061.5,230.38
14250,1.52,7180.06,230.47
14265,1.61,7009.66,230.37
14280,1.62,7009.94,230.46
14295,1.52,7060.13,230.48
14310,1.52,7173.14,230.41
14325,1.63,7217.25,230.38
14340,1.64,7213.22,230.44
14355,1.5,4077.44,230.49
14370,1.59,5079.1,230.46
14385,1.6,4209.46,230.47
14400,1.44,3969.29,230.55
14415,1.45,3954.87,230.43
14430,1.49,3953.01,230.53
14445,1.48,4193.62,230.55
14460,1.46,3950.14,230.52
14475,1.45,3950.96,230.48
14490,1.5,3945.84,230.46
14505,1.49,4192.79,230.46
14520,1.46,3957.08,230.53
14535,1.45,3953.84,230.55
14550,1.59,6516.81,230.48
14565,1.59,5209.7,230.43
14580,1.58,5193.93,230.51
14595,1.45,3946.61,230.43
14610,1.68,6502.78,230.46
14625,1.57,5195.67,230.42
14640,1.65,6174.46,230.44
14655,1.67,6166.3,230.45
14670,NaN,6476.68,230.38
14685,1.56,6702.21,230.49
14700,1.64,6159.13,230.43
14715,1.64,6162.76,230.42
14730,NaN,6098.67,230.75
14745,1.68,6693.09,230.46
14760,1.65,6158.2,230.46
14775,1.65,6172.52,230.38
14790,NaN,6022.75,232.61
14805,1.62,6689.11,230.45
14820,1.64,6156.92,230.4
14835,1.64,6164.66,230.4
14850,NaN,4994.98,230.81
14865,NaN,5710.39,231.12
14880,1.65,6162.79,230.43
14895,NaN,4431.79,230.5
14910,NaN,4902.3,232.16
14925,NaN,5171.64,230.46
14940,1.66,6255.82,230.47
14955,NaN,3945.03,230.51
14970,NaN,3947.8,230.43
14985,NaN,5188.29,230.42
15000,1.58,6397.75,230.46
15015,NaN,3944.69,230.55
15030,NaN,3945.77,230.48
15045,NaN,5722.12,230.45
15060,NaN,6399.15,230.46
15075,NaN,4355.27,230.42
15090,NaN,3948.35,230.42
15105,1.55,6705.08,230.42
15120,NaN,6075.69,230.43
15135,1.45,5178.36,230.4
15150,1.48,3945.5,230.44
15165,1.6,6700.77,230.38
15180,NaN,6022.31,233.58
15195,1.45,5178.2,230.44
15210,1.46,3947.67,230.45
15225,1.6,6701.2,230.46
15240,1.67,5167.21,230.5
15255,1.46,5178.07,230.5
15270,1.45,3938.07,230.42
15285,1.58,6647.31,230.42
15300,1.66,5167.42,230.48
15315,1.52,5168.07,230.4
15330,1.46,3935.15,230.54
15345,1.67,6459.77,230.45
15360,1.64,5167.59,230.44
15375,1.59,5204.53,230.55
15390,1.44,3964.02,230.42
15405,1.67,6481.24,230.45
15420,1.59,5188.96,230.43
15435,1.58,5196.86,230.39
15450,1.45,3958.85,230.52
15465,1.67,6482.45,230.47
15480,1.57,5189.76,230.48
15495,1.58,5198.03,230.53
15510,1.44,3964.41,230.51
15525,1.63,6479.95,230.46
15540,1.57,5186.62,230.45
15555,NaN,5243.3,230.4
15570,1.43,3959.86,230.44
15585,1.66,6483.9,230.37
15600,1.43,3949.34,230.51
15615,1.41,3947.77,230.53
15630,1.62,6182.55,230.49
15645,NaN,6488.36,230.43
15660,1.64,6706.07,230.37
15675,1.62,6165.57,230.39
15690,1.63,6157.28,230.41
15705,NaN,6193.09,233.8
15720,1.67,6702.77,230.46
15735,1.63,6162.04,230.51
15750,1.63,6162.97,230.47
15765,NaN,5508.5,230.49
15780,1.58,6706.32,230.46
15795,1.63,6164.49,230.4
15810,NaN,5665.64,232.32
15825,NaN,5032.11,233.42
15840,NaN,5739.29,233.36
15855,1.62,6160.07,230.47
15870,NaN,4448.67,232.48
15885,NaN,3941,230.54
15900,NaN,5172.57,230.5
15915,1.75,6326.53,230.39
15930,1.73,2088.86,230.61
15945,1.73,2087.38,230.58
15960,NaN,3319.31,230.56
15975,1.83,4545.16,230.58
15990,1.73,2088.5,230.62
16005,1.73,2085.94,230.58
16020,NaN,3318.97,230.6
16035,NaN,4541.38,230.45
16050,NaN,2089.16,230.51
16065,1.81,2088.58,230.46
16080,NaN,3891.06,231.07
16095,NaN,4064.11,230.82
16110,NaN,2571.28,230.93
16125,1.76,2084.41,230.57
16140,NaN,3834.41,230.56
16155,NaN,4045.8,231.58
16170,NaN,2592.44,231.63
16185,1.67,1887.26,230.54
16200,1.76,4650.2,230.42
16215,1.81,3125.01,230.45
16230,NaN,2400.3,232.04
16245,1.66,1889.46,230.57
16260,1.76,4574.48,230.53
16275,1.85,3121.82,230.44
16290,1.28,3122.29,230.43
16305,1.67,1883.8,230.53
16320,1.8,4416.29,230.56
16335,1.83,3120.28,230.5
16350,1.51,3123.96,230.54
16365,1.66,1889.31,230.47
16380,1.81,4415.25,230.52
16395,1.81,3114.05,230.55
16410,1.62,3124.04,230.51
16425,1.66,1889.87,230.46
16440,1.82,4413.63,230.56
16455,1.82,3115.15,230.45
16470,1.82,3123.97,230.59
16485,1.67,1887.69,230.51
16500,1.66,1875.38,230.5
16515,1.66,1877.76,230.56
16530,1.85,4111.85,230.48
16545,1.85,4099.8,230.53
16560,NaN,4423.05,230.46
16575,1.82,4644.33,230.5
16590,1.85,4097.19,230.49
16605,1.85,4099.2,230.44
16620,NaN,4314.41,230.52
16635,1.88,4635.43,230.51
16650,1.85,4101.89,230.47
16665,1.85,4104.89,230.43
16680,NaN,4088.92,234.52
16695,1.8,4639.54,230.51
16710,1.85,4097.47,230.52
16725,NaN,3171.11,230.46
16740,NaN,3596.99,230.5
16755,NaN,3321.66,230.54
16770,1.9,4269.33,230.54
16785,NaN,2057.11,230.5
16800,NaN,3148.28,234.53
16815,1.84,3282.19,230.49
16830,NaN,4266.15,230.41
16845,1.75,2051.27,230.51
16860,1.75,2053.23,230.47
16875,1.84,3284.7,230.42
16890,1.84,3481.5,230.5
16905,1.75,2052.64,230.62
16920,1.74,2054.54,230.49
16935,1.84,3284.29,230.47
16950,1.81,4503.34,230.45
16965,1.75,2050.26,230.62
16980,1.75,2053.57,230.53
16995,NaN,3285.84,230.44
17010,NaN,4505.66,230.45
17025,NaN,2051.33,230.48
17040,1.82,2049.72,230.57
17055,NaN,3839.22,232.53
17070,NaN,4072.88,232.01
17085,1.75,2015.05,230.57
17100,1.75,2015.05,230.47
17115,1.75,2009.29,230.49
17130,1.75,2009.34,230.57
17145,1.75,2012.7,230.45
17160,1.76,2013.37,230.58
17175,1.75,2016.43,230.45
17190,1.75,2011.28,230.53
17205,1.75,2013.28,230.53
17220,1.75,2012.33,230.51
17235,1.75,2013.19,230.55
17250,1.75,2013.43,230.57
17265,1.75,2013.44,230.45
17280,1.75,2010.58,230.54
17295,1.75,2012.29,230.49
17310,1.75,2009.75,230.48
17325,1.75,2012.9,230.57
17340,1.75,2012.88,230.45
17355,1.75,2010.73,230.5
17370,1.55,2010.48,230.57
17385,1.73,1767.11,230.59
17400,1.72,1768.85,230.59
17415,1.73,1769.08,230.53
17430,1.72,1768.13,230.51
17445,1.73,1765.89,230.45
17460,1.73,1765.43,230.54
17475,1.73,1768.86,230.59
17490,1.73,1768.83,230.57
17505,1.72,1766.8,230.59
17520,1.72,1765.06,230.52
17535,1.73,1765.69,230.45
17550,1.73,1766.15,230.55
17565,1.73,1765.84,230.58
17580,1.73,1768.77,230.48
17595,1.73,1767.05,230.5
17610,1.73,1766.85,230.58
17625,1.73,1767.5,230.47
17640,1.73,1763.45,230.53
17655,1.73,1768.52,230.48
17670,1.72,1767.47,230.58
17685,1.72,1769.31,230.51
17700,1.72,1766.17,230.47
17715,1.73,1766.3,230.59
17730,1.73,1766.46,230.45
17745,1.73,1761.73,230.57
17760,1.73,1763.91,230.53
17775,1.72,1763.42,230.45
17790,1.73,1763.96,230.54
17805,1.73,1765.87,230.56
17820,1.73,1764.36,230.48
17835,1.73,1761.91,230.47
17850,1.73,1761.77,230.58
17865,1.73,1765.33,230.56
17880,1.72,1767.32,230.5
17895,1.73,1766,230.46
17910,1.73,1765.21,230.46
17925,1.73,1761.64,230.51
17940,1.73,1761.46,230.56
17955,1.73,1765.06,230.58
17970,1.54,1982,230.6
17985,1.65,1869.69,230.48
18000,1.66,1858.07,230.5
18015,1.65,1871.18,230.51
18030,1.66,1867.65,230.53
18045,1.65,1869.99,230.45
18060,1.65,1871.8,230.56
18075,1.64,1871.7,230.48
18090,1.65,1873.03,230.52
18105,1.65,1871.64,230.55
18120,1.65,1876.22,230.44
18135,1.65,1878.4,230.55
18150,1.64,1873.33,230.56
18165,1.64,1877.41,230.47
18180,1.64,1879.44,230.44
18195,1.64,1876.41,230.46
18210,1.64,1880.03,230.45
18225,1.63,1879.69,230.45
18240,1.64,1874.42,230.45
18255,1.64,1871.17,230.45
18270,1.64,1872.19,230.46
18285,1.64,1867.8,230.45
18300,1.65,1860.44,230.5
18315,1.65,1858.71,230.58
18330,1.65,1858.78,230.58
18345,1.65,1857.88,230.5
18360,1.66,1855.84,230.46
18375,1.66,1853.19,230.57
18390,1.65,1854.16,230.49
18405,1.66,1848.27,230.51
18420,1.66,1846.12,230.59
18435,1.66,1846.29,230.47
18450,1.66,1844.48,230.54
18465,1.67,1846.78,230.5
18480,1.67,1844.86,230.47
18495,1.66,1850.87,230.59
18510,1.66,1854.38,230.46
18525,1.66,1853.04,230.55
18540,1.66,1853.88,230.58
18555,1.66,1856.75,230.53
18570,1.66,1857.41,230.47
18585,1.66,1858.99,230.45
18600,1.66,1846.99,230.46
18615,1.67,1831.04,230.47
18630,1.67,1830.22,230.5
18645,1.67,1831.38,230.55
18660,1.67,1833.44,230.52
18675,1.67,1833.25,230.49
18690,1.66,1830.52,230.47
18705,1.67,1832.48,230.49
18720,1.66,1834.26,230.46
18735,1.67,1832.56,230.48
18750,1.66,1833.09,230.51
18765,1.67,1832.63,230.56
18780,1.67,1834.12,230.58
18795,1.67,1831.79,230.58
18810,1.67,1829.42,230.54
18825,1.67,1833.51,230.47
18840,1.67,1831.46,230.47
18855,1.67,1828.55,230.51
18870,1.67,1825.59,230.52
18885,1.67,1829.19,230.47
18900,1.89,1627.28,230.43
18915,1.89,1626.07,230.5
18930,1.89,1623.63,230.57
18945,1.89,1623.03,230.57
18960,1.89,1625.05,230.57
18975,1.89,1625.35,230.57
18990,1.89,1622.76,230.56
19005,1.89,1622.85,230.5
19020,1.89,1624.97,230.52
19035,1.89,1625.76,230.56
19050,1.89,1623.3,230.53
19065,1.89,1622.14,230.51
19080,1.89,1623.94,230.54
19095,1.89,1622.89,230.44
19110,1.89,1621.1,230.56
19125,1.89,1625.65,230.49
19140,1.89,1622.55,230.48
19155,1.89,1622.52,230.58
19170,1.89,1623.83,230.48
19185,1.89,1622.12,230.5
19200,1.89,1623.27,230.57
19215,1.89,1624.91,230.55
19230,1.89,1624.65,230.46
19245,1.89,1620.87,230.47
19260,1.89,1622.87,230.57
19275,1.89,1625.9,230.44
19290,1.89,1624.03,230.58
19305,1.89,1625.1,230.46
19320,1.89,1621.44,230.49
19335,1.89,1620.18,230.56
19350,1.89,1622.98,230.47
19365,1.89,1621.84,230.49
19380,1.89,1625.11,230.56
19395,1.89,1622.28,230.45
19410,1.89,1623.32,230.58
19425,1.89,1624.06,230.46
19440,1.89,1619.55,230.51
19455,1.89,1622.4,230.58
